_id,barcode,category,categoryCode,cpg,name,topBrand,brandCode
{'$oid': '5daf46261dda2c3e1416ae96'},511111905967,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Mountain High™,,MOUNTAIN HIGH
{'$oid': '585a972de4b03e62d1ce0e96'},511111001485,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Tostitos,,TOSTITOS
{'$oid': '5f9770bfbe37ce03d08a2d86'},511111317081,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f9770bfbe37ce03d08a2d83'}}",test brand @1603760319788,,TEST BRANDCODE @1603760319788
{'$oid': '580e015be4b0f32b2de21385'},511111501824,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft BBQ Sauce,False,
{'$oid': '5f5900d4be37ce21f1287c11'},511111516569,Baby,BABY,"{'$ref': 'Cogs', '$id': {'$oid': '5f58fa84be37ce21f1287c0f'}}",Gerber Baby Food,,GERBER BABY FOOD
{'$oid': '5a8c33f3e4b07f0a2dac8943'},511111504139,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Pace,False,PACE
{'$oid': '5ab1589ae4b0915382df7621'},511111204435,Canned Goods & Soups,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Campbell's Slow Kettle,False,CAMPBELLS SLOW KETTLE 
{'$oid': '5afda22ee4b03bf01c2a2965'},511111304494,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Archway,False,ARCHWAY
{'$oid': '588b9ff4e4b02187f85cdadb'},511111901099,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft Salad Dressing,False,
{'$oid': '5ec2dde7be37ce5234ec36bb'},511111314653,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",Bayer® Aspirin,False,BAYER® ASPIRIN
{'$oid': '5ff78071be37ce6a424ca0e9'},511111818977,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",test brand @1610055793449,False,TEST BRANDCODE @1610055793449
{'$oid': '5ff78071be37ce6a424ca0e8'},511111318965,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",test brand @1610055793411,False,TEST BRANDCODE @1610055793411
{'$oid': '5ff78071be37ce6a424ca0ea'},511111018988,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",test brand @1610055793500,False,TEST BRANDCODE @1610055793500
{'$oid': '5ff78072be37ce6a424ca0ec'},511111719007,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610055794196,False,TEST BRANDCODE @1610055794196
{'$oid': '5ff78071be37ce6a424ca0eb'},511111518990,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",test brand @1610055793537,False,TEST BRANDCODE @1610055793537
{'$oid': '5ff789c5be37ce786ba0f6a3'},511111219019,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",test brand @1610058181548,False,TEST BRANDCODE @1610058181549
{'$oid': '5ff77857be37ce58ce50083c'},511111718918,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",test brand @1610053719944,False,TEST BRANDCODE @1610053719944
{'$oid': '5ff77858be37ce58ce50083d'},511111918929,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",test brand @1610053719998,False,TEST BRANDCODE @1610053719998
{'$oid': '5ff78070be37ce6a424ca0e6'},511111118954,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78070be37ce6a424ca0e5'}}",test brand @1610055792794,False,
{'$oid': '5ff77857be37ce58ce50083b'},511111218906,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",test brand @1610053719869,False,TEST BRANDCODE @1610053719869
{'$oid': '5ff77859be37ce58ce500840'},511111618942,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77859be37ce58ce50083f'}}",test brand @1610053721248,False,
{'$oid': '5ff77859be37ce58ce50083e'},511111418931,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610053721033,False,TEST BRANDCODE @1610053721033
{'$oid': '5bd200c690fa074576779a16'},511111004639,Personal Care,PERSONAL_CARE,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",Depend,False,DEPEND
{'$oid': '5fdce9eabe37ce5fa8ba59db'},511111318521,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1608313322283,False,TEST BRANDCODE @1608313322283
{'$oid': '5fdce9e9be37ce5fa8ba59da'},511111118510,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",test brand @1608313321374,False,TEST BRANDCODE @1608313321374
{'$oid': '5fdce9e9be37ce5fa8ba59d7'},511111518488,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",test brand @1608313321191,False,TEST BRANDCODE @1608313321191
{'$oid': '5fdce9e9be37ce5fa8ba59d9'},511111618508,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",test brand @1608313321301,False,TEST BRANDCODE @1608313321301
{'$oid': '5fdce9e9be37ce5fa8ba59d8'},511111018490,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",test brand @1608313321222,False,TEST BRANDCODE @1608313321222
{'$oid': '5daf35a8a60b87376833e35d'},511111005933,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Nature Valley™,,NATURE VALLEY
{'$oid': '5f4936ddbe37ce52f8314fdd'},511111215981,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",test brand @1598633693767,,TEST BRANDCODE @1598633693767
{'$oid': '5f4936ddbe37ce52f8314fde'},511111715993,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",test brand @1598633693791,,TEST BRANDCODE @1598633693791
{'$oid': '5fb6b82dbe37ce522e165cbc'},511111117407,Bread & Bakery,BREAD_AND_BAKERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Anzio ,False,ANZIO
{'$oid': '5d641306a3a018514994f427'},511111705000,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Family Circle,,511111705000
{'$oid': '55b630f5e4b0d8e685c14222'},511111002598,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",Diet Rite,,
{'$oid': '5db780a6a60b87376833e369'},511111806172,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Hershey's Whipped Topping,,HERSHEY'S WHIPPED TOPPING
{'$oid': '5f4936ddbe37ce52f8314fdb'},511111515968,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",test brand @1598633693720,,TEST BRANDCODE @1598633693720
{'$oid': '5332f5f2e4b03c9a25efd0a9'},511111804048,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Eggo,,
{'$oid': '5fb2852cbe37ce522e165cb2'},511111617341,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fb2852cbe37ce522e165cae'}}",test brand @1605535020671,False,TEST BRANDCODE @1605535020671
{'$oid': '592486bee410d61fcea3d12e'},511111200802,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",IMPERIAL,,IMPERIAL
{'$oid': '57c082a6e4b0718ff5fcb03b'},511111502425,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Modelo Especial,,
{'$oid': '5da606ae1dda2c3e1416ae86'},511111305637,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALEVE® PM NIGHT TIME,,ALEVE PM NIGHT TIME
{'$oid': '5f99f71bbe37ce13da9eade7'},511111117124,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",test brand @1603925787294,,TEST BRANDCODE @1603925787294
{'$oid': '5a8c5e74e4b07f0a2dac8947'},511111904229,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",ApotheCARE Essentials,False,APOTHECARE ESSENTIALS
{'$oid': '57e5817ae4b0ac389136a30c'},511111902256,Beer Wine Spirits,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Henry's Hard Soda,False,HENRY WEINHARD'S
{'$oid': '5ab15392e4b0915382df761d'},511111204367,Canned Goods & Soups,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Campbell's Chunky,False,CAMPBELLS CHUNKY 
{'$oid': '5e5ff265ee7f2d0b35b2a18f'},511111914051,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ONE A DAY® WOMENS,,ONE A DAY® WOMENS
{'$oid': '5f16f536be37ce2b30061e25'},511111415060,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f535be37ce2b30061e24'}}",test brand @1595340085980,,TEST BRANDCODE @1595340085980
{'$oid': '5332fb83e4b03c9a25efd24a'},511111502869,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Town House,,
{'$oid': '5ef38672be37ce02da95b72f'},511111515036,Outdoor,OUTDOOR,"{'$ref': 'Cogs', '$id': {'$oid': '5eebc5412455c97a877ef382'}}",Kingsford Charcoal,,KINGSFORD
{'$oid': '5daf6baaa60b87376833e364'},511111206101,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Yoplait® Go-GURT®,,YOPLAIT GO-GURT
{'$oid': '5a4d1f06e4b0d5c3fd86b678'},511111700531,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",FRITO-LAY,True,FRITO-LAY
{'$oid': '57ebc003e4b0ac389136a333'},511111502142,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Grey Poupon,False,GREY POUPON
{'$oid': '5f441280be37ce5dbe9b7c80'},511111915799,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",test brand @1598296704763,,TEST BRANDCODE @1598296704763
{'$oid': '5ec2dda8be37ce5234ec36ba'},511111814641,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",Berroca®,,BERROCA®
{'$oid': '58861c7f4e8d0d20bc42c4f9'},511111301301,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Propel,False,PROPEL
{'$oid': '58b59a68e4b0857c2ddb7257'},511111700975,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Milwaukee's Best Ice,False,MILWAUKEE'S BEST
{'$oid': '5332f753e4b03c9a25efd10f'},511111703778,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",NOS,,
{'$oid': '5a4d250ce4b0d5c3fd86b67b'},511111400486,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",SPITZ,,SPITZ
{'$oid': '5d9d0270a60b87376833e347'},511111405535,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",IMAGINE,,IMAGINE
{'$oid': '5d658fd1a3a018514994f431'},511111905196,,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",BETTER HOMES AND GARDENS Special Edition Magazine - Food ,,
{'$oid': '5f358338be37ce443bf9d55c'},511111215332,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1597342520969,,TEST BRANDCODE @1597342520969
{'$oid': '58b599fee4b0857c2ddb7256'},511111900986,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Steel Reserve Alloy Series,False,
{'$oid': '5a5d278de4b0db471c2d042f'},511111800156,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Tusk & Grain,,TUSK & GRAIN
{'$oid': '5332f7eee4b03c9a25efd15e'},511111103370,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Redd's Apple Ale,False,REDD'S ALE
{'$oid': '5afda18ee4b0c11cfecd49f5'},511111104469,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Lance,False,LANCE
{'$oid': '5a8c363ce4b0ccf165fac9e7'},511111104186,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Pacific Foods,False,PACIFIC FOODS
{'$oid': '5dd557081dda2c1971449a7a'},511111606376,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Yoplait® Dunkers,,YOPLAIT DUNKERS
{'$oid': '5332f774e4b03c9a25efd126'},511111603641,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Fiber One,,
{'$oid': '5f4802bdbe37ce0c8303373f'},511111415855,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802bdbe37ce0c8303373c'}}",test brand @1598554813705,,TEST BRANDCODE @1598554813705
{'$oid': '5a021703e4b00efe02b02a58'},511111800590,Canned Goods & Soups,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",LIPTON Soup,False,LIPTON Soup
{'$oid': '5dc2da1fa60b873d6b0666d3'},511111406341,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Minions™ Cereal,,MINIONS CEREAL
{'$oid': '5d2f69a6a3a01810a2174aec'},511111504856,Household,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",LOVE HOME AND PLANET,,LOVE HOME AND PLANET
{'$oid': '5f208dafbe37ce7958c59522'},511111015185,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f208daebe37ce7958c59520'}}",test brand @1595968943012,,TEST BRANDCODE @1595968943012
{'$oid': '5f2336cfbe37ce7958c5952c'},511111715276,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5f036ccc2455c947fde9362f'}}",OneTouch®,,ONETOUCH
{'$oid': '5f3e9172be37ce5a0e01b953'},511111015536,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3e9172be37ce5a0e01b952'}}",test brand @1597935986247,,TEST BRANDCODE @1597935986248
{'$oid': '55a41b88e4b0d0a65b3692f0'},511111902690,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft,False,KRAFT
{'$oid': '5daf70071dda2c3e1416ae9e'},511111906124,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Basic 4™,,BASIC 4
{'$oid': '5a8c31bfe4b0ccf165fac9e4'},511111804116,Canned Goods & Soups,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Wolfgang Puck,False,WOLFGANG PUCK
{'$oid': '5f7760f0be37ce1d26d7b7a5'},511111516842,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760f0be37ce1d26d7b7a2'}}",test brand @1601659120828,,TEST BRANDCODE @1601659120828
{'$oid': '5f99f71bbe37ce13da9eadea'},511111317159,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",test brand @1603925787441,,TEST BRANDCODE @1603925787441
{'$oid': '5a8c378ce4b07f0a2dac8946'},511111704218,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",The Soulfull Project,,THE SOULFUL PROJECT
{'$oid': '5f493682be37ce52f8314fd0'},511111815945,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598633602924,,TEST BRANDCODE @1598633602924
{'$oid': '580dff97e4b0f32b2de21381'},511111901860,Baking,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Dream Whip,False,DREAM WHIP
{'$oid': '5f38578fbe37ce5178517ad7'},511111815457,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f38578fbe37ce5178517ad3'}}",test brand @1597527951461,,TEST BRANDCODE @1597527951461
{'$oid': '5fd2a0bfbe37ce49eb72c0f0'},511111718123,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd2a0bfbe37ce49eb72c0ef'}}",test brand @1607639231623,False,TEST BRANDCODE @1607639231623
{'$oid': '5332fa6be4b03c9a25efd217'},511111903062,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",Brew Pub,,
{'$oid': '5a8f64c6e4b0a2e2844f5695'},511111104254,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Kjeldsen,False,KJELDSEN
{'$oid': '5f493dabbe37ce64d0ae36bd'},511111316046,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",test brand @1598635435896,,TEST BRANDCODE @1598635435896
{'$oid': '57ebc134e4b0ac389136a33d'},511111602040,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft Cheese,False,
{'$oid': '5f5bc4f1be37ce17125ac0ea'},511111316602,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",test brand @1599849713772,,TEST BRANDCODE @1599849713773
{'$oid': '5fd29591be37ce38bbbefb2a'},511111418092,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1607636369405,False,TEST BRANDCODE @1607636369405
{'$oid': '5f77274bbe37ce6b592e90bc'},511111916727,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f77274bbe37ce6b592e90b9'}}",test brand @1601644363827,,TEST BRANDCODE @1601644363827
{'$oid': '5a8c35dde4b0ccf165fac9e6'},511111904175,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Pepperidge Farm,False,PEPPERIDGE FARM
{'$oid': '5332f760e4b03c9a25efd11a'},511111803720,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Honest Tea,,
{'$oid': '5f4802d2be37ce0c83033743'},511111315889,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802d2be37ce0c83033742'}}",test brand @1598554834882,,
{'$oid': '60074277be37ce360be639ff'},511111919803,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '60074277be37ce360be639fe'}}",test brand @1611088503689,False,TEST BRANDCODE @1611088503689
{'$oid': '5332f9f0e4b03c9a25efd1c3'},511111203278,Snacks,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Pringles,,
{'$oid': '5fb2852cbe37ce522e165cb0'},511111917328,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fb2852cbe37ce522e165cae'}}",test brand @1605535020580,False,TEST BRANDCODE @1605535020580
{'$oid': '58861c7e4e8d0d20bc42c4e3'},511111601395,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Miller High Life,False,MILLER HIGH LIFE
{'$oid': '585b0b23e4b03e62d1ce0e99'},511111101451,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Quaker,False,QUAKER
{'$oid': '5332f7ffe4b03c9a25efd16a'},511111703334,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7ffe4b03c9a25efd16b'}}",All Natural,,
{'$oid': '5da608291dda2c3e1416ae8b'},511111705727,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Claritin® KIDS,,511111705727
{'$oid': '57d848efe4b0ac389136a2aa'},511111302414,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Athenos,False,ATHENOS
{'$oid': '5f513ea1be37ce21f1287c03'},511111916512,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f513ea0be37ce21f1287c01'}}",test brand @1599159969028,,TEST BRANDCODE @1599159969028
{'$oid': '5f35a0babe37ce6853cff201'},511111815389,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",test brand @1597350074404,,TEST BRANDCODE @1597350074404
{'$oid': '5a5d2c1fe4b06ba572cf24a8'},511111100065,Beauty & Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Sedal,,SEDAL
{'$oid': '5d603537a3a018514994f424'},511111404958,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Red Rock Deli Chips,False,RED ROCK DELI
{'$oid': '5da607a9a60b87376833e34f'},511111905684,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALKA SELTZER PLUS® SINUS CAP/ GEL/ TAB,,ALKA SELTZER PLUS SINUS CAP/ GEL/ TAB
{'$oid': '5f493682be37ce52f8314fcd'},511111915911,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493682be37ce52f8314fcb'}}",test brand @1598633602253,,TEST BRANDCODE @1598633602253
{'$oid': '585a970ee4b03e62d1ce0e91'},511111301530,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Smartfood,,SMARTFOOD
{'$oid': '5f403231be37ce5f78d9ed18'},511111515685,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f403231be37ce5f78d9ed14'}}",test brand @1598042673532,,TEST BRANDCODE @1598042673532
{'$oid': '5f7ba932be37ce2f290fb252'},511111916956,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba932be37ce2f290fb251'}}",test brand @1601939762881,,TEST BRANDCODE @1601939762881
{'$oid': '58863e1ee4b02187f85cdace'},511111101222,Deli,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Oscar Mayer,False,OSCAR MAYER
{'$oid': '5a5d234be4b06ba572cf249f'},511111400271,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Lech,,LECH PREMIUM
{'$oid': '5d642d946d5f3b23d1bc7910'},511111805137,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Real Simple,,511111805137
{'$oid': '5fb8292abe37ce522e165ce3'},511111617785,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Heiners,False,HEINERS
{'$oid': '5d6419346d5f3b23d1bc790e'},511111005094,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Parents,,PARENTS
{'$oid': '5332fa0ae4b03c9a25efd1dd'},511111203117,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Smart Start,,
{'$oid': '5ccb2ece166eb31bbbadccbe'},511111504788,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",The Pioneer Woman,,PIONEER WOMAN
{'$oid': '60074278be37ce360be63a03'},511111319849,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1611088504474,False,TEST BRANDCODE @1611088504474
{'$oid': '5d6419746d5f3b23d1bc790f'},511111605102,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",People en Espanol,,511111605102
{'$oid': '5a5d1fbfe4b0db471c2d0428'},511111100294,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Hop Valley,,HOP VALLEY
{'$oid': '5f3d6f44be37ce4ddbb1bb3c'},511111215493,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f44be37ce4ddbb1bb3a'}}",test brand @1597861700914,,TEST BRANDCODE @1597861700914
{'$oid': '580dffade4b0f32b2de21384'},511111001836,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Yuban Coffee,False,YUBAN
{'$oid': '5d6423ffa3a018514994f42c'},511111105114,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",People Magazine,,511111105114
{'$oid': '5f9770bfbe37ce03d08a2d84'},511111617068,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f9770bfbe37ce03d08a2d83'}}",test brand @1603760319682,,TEST BRANDCODE @1603760319682
{'$oid': '5f4a7a5dbe37ce2d95e65ca3'},511111516286,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a5bbe37ce2d95e65c9f'}}",test brand @1598716509394,,TEST BRANDCODE @1598716509394
{'$oid': '5f35834dbe37ce443bf9d565'},511111415343,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f35834dbe37ce443bf9d564'}}",test brand @1597342541226,,
{'$oid': '592486bfe410d61fcea3d13d'},511111000679,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",TIGI,False,TIGI
